Driver Record,Territory,Grid Step,Number of  Minor Convictions,Number of Major Convictions,# Criminal Code Convictions,Number of At Fault Claims,Claim Amount,NumGen,Claim Amount Gen
9,HighGarden,-11,2,2,0,2,72500,0.633,45897.95563
8,TheWall,-8,2,2,0,2,72200,0.637,46017.65414
2,TheWall,1,0,0,0,0,900,0.357,321.4311495
8,TheWall,-15,2,2,0,2,72900,0.301,21972.86658
9,TheWall,-15,2,2,0,2,72900,0.571,41656.09965
8,TheWall,-15,2,2,0,2,72900,0.804,58628.13609
9,TheWall,-15,2,2,0,2,72900,0.890,64894.67258
9,Dorn,-15,2,2,0,2,72900,0.768,55961.79453
8,TheWall,-12,2,2,0,2,72600,0.991,71934.19912
5,TheWall,-5,1,1,0,1,36700,0.311,11413.24664
8,TheWall,-9,2,2,0,2,72300,0.930,67243.62955
3,TheWall,-2,1,1,0,1,36400,0.556,20245.62183
7,TheWall,-13,2,2,0,2,72700,0.330,23971.77352
9,TheWall,-15,2,2,0,2,72900,0.451,32866.96931
9,TheWall,-15,2,2,0,2,72900,0.179,13020.2127
1,TheWall,0,0,0,0,0,1000,0.337,336.5481151
7,TheWall,-15,2,2,0,2,72900,0.095,6892.30408
7,TheWall,-7,2,2,0,2,72100,0.763,54979.32508
8,Dorn,-15,2,2,0,2,72900,0.894,65154.96291
8,Dorn,-15,2,2,0,2,72900,0.106,7707.053267
7,TheWall,-3,1,1,0,1,36500,0.888,32427.61308
5,TheWall,-5,1,1,0,1,36700,0.599,21983.02548
9,TheWall,-14,2,2,0,2,72800,0.033,2427.583605
9,TheWall,-4,1,1,0,1,36600,0.531,19441.87191
8,TheWall,-15,2,2,0,2,72900,0.738,53766.69556
5,TheWall,-2,1,1,0,1,36400,0.784,28521.46491
9,TheWall,-12,2,2,0,2,72600,0.333,24206.13531
9,HighGarden,-5,1,1,0,1,36700,0.287,10537.22331
1,HighGarden,0,0,0,0,0,1000,0.753,753.026281
6,TheWall,-15,2,2,0,2,72900,0.482,35109.5363
8,TheWall,-8,2,2,0,2,72200,0.862,62253.19166
9,TheWall,-13,2,2,0,2,72700,0.378,27463.48125
6,TheWall,-1,1,1,0,1,36300,0.350,12712.96232
6,TheWall,0,0,0,0,0,1000,0.945,945.3248375
9,TheWall,-8,2,2,0,2,72200,0.864,62359.79886
9,TheWall,-8,2,2,0,2,72200,0.993,71697.66669
5,TheWall,-2,1,1,0,1,36400,0.639,23253.36782
9,TheWall,-9,2,2,0,2,72300,0.081,5886.544633
9,TheWall,-15,2,2,0,2,72900,0.770,56115.9731
8,Dorn,-14,2,2,0,2,72800,0.495,36058.75736
8,TheWall,-15,2,2,0,2,72900,0.492,35901.79142
8,TheWall,-15,2,2,0,2,72900,0.314,22879.75818
6,TheWall,-11,2,2,0,2,72500,0.459,33294.25165
6,TheWall,-14,2,2,0,2,72800,0.949,69080.01609
9,TheWall,-11,2,2,0,2,72500,0.604,43779.30884
7,TheWall,-7,2,2,0,2,72100,0.408,29383.86417
7,TheWall,-15,2,2,0,2,72900,0.117,8546.233164
3,TheWall,-2,1,1,0,1,36400,0.596,21682.8877
1,TheWall,0,0,0,0,0,1000,0.275,275.0017795
8,TheWall,-10,2,2,0,2,72400,0.124,8970.903664
9,TheWall,-15,2,2,0,2,72900,0.679,49534.67284
8,TheWall,-8,2,2,0,2,72200,0.120,8685.284241
5,TheWall,-5,1,1,0,1,36700,0.979,35927.70186
8,TheWall,-15,2,2,0,2,72900,0.123,8938.094686
6,HighGarden,-9,2,2,0,2,72300,0.224,16172.84221
6,HighGarden,-9,2,2,0,2,72300,0.367,26499.93501
6,TheWall,-2,1,1,0,1,36400,0.648,23589.74573
6,TheWall,-2,1,1,0,1,36400,0.567,20637.17881
4,TheWall,-2,1,1,0,1,36400,0.698,25421.88268
6,Dorn,-15,2,2,0,2,72900,0.330,24079.57885
9,TheWall,-15,2,2,0,2,72900,0.701,51115.22122
8,TheWall,-15,2,2,0,2,72900,0.515,37516.81778
9,Dorn,-10,2,2,0,2,72400,0.411,29772.19192
9,TheWall,-10,2,2,0,2,72400,0.130,9438.682579
4,TheWall,0,0,0,0,0,1000,0.137,136.7022596
9,TheWall,-15,2,2,0,2,72900,0.706,51439.24892
9,Dorn,-15,2,2,0,2,72900,0.112,8137.787646
7,TheWall,-14,2,2,0,2,72800,0.594,43263.23456
6,HighGarden,-15,2,2,0,2,72900,0.296,21583.69769
1,HighGarden,0,0,0,0,0,1000,0.139,138.6132939
7,HighGarden,-7,2,2,0,2,72100,0.587,42353.83007
7,HighGarden,-7,2,2,0,2,72100,0.737,53154.06188
9,TheWall,-3,1,1,0,1,36500,0.369,13467.21892
9,TheWall,-3,1,1,0,1,36500,0.541,19745.05487
8,Dorn,-15,2,2,0,2,72900,0.860,62672.58224
6,Dorn,-15,2,2,0,2,72900,0.176,12805.68525
4,TheWall,-4,1,1,0,1,36600,0.811,29697.19916
8,TheWall,-15,2,2,0,2,72900,0.268,19512.86851
5,TheWall,-15,2,2,0,2,72900,0.761,55480.5813
8,TheWall,-8,2,2,0,2,72200,0.149,10725.46874
9,TheWall,-15,2,2,0,2,72900,0.733,53430.31412
9,TheWall,-10,2,2,0,2,72400,0.398,28837.57873
9,TheWall,-7,2,2,0,2,72100,0.411,29661.42227
7,TheWall,-5,1,1,0,1,36700,0.531,19500.58701
4,TheWall,-5,1,1,0,1,36700,0.962,35303.05227
8,TheWall,-10,2,2,0,2,72400,0.299,21661.27072
6,TheWall,-9,2,2,0,2,72300,0.382,27652.38559
6,TheWall,-10,2,2,0,2,72400,0.537,38861.33462
6,TheWall,-3,1,1,0,1,36500,0.042,1525.665441
9,TheWall,-15,2,2,0,2,72900,0.015,1093.190837
9,TheWall,-15,2,2,0,2,72900,0.478,34812.412
8,TheWall,-15,2,2,0,2,72900,0.782,56976.43221
9,TheWall,-15,2,2,0,2,72900,0.908,66164.97365
8,HighGarden,-8,2,2,0,2,72200,0.246,17750.67369
9,Dorn,-15,2,2,0,2,72900,0.111,8106.007729
8,TheWall,-2,1,1,0,1,36400,0.894,32540.25192
9,TheWall,-15,2,2,0,2,72900,0.969,70650.10912
9,TheWall,-15,2,2,0,2,72900,0.517,37658.62086
8,TheWall,-8,2,2,0,2,72200,0.714,51540.36843
8,TheWall,-8,2,2,0,2,72200,0.717,51798.40427
8,TheWall,-8,2,2,0,2,72200,0.917,66184.4198
9,HighGarden,-15,2,2,0,2,72900,0.052,3764.103171
6,TheWall,-3,1,1,0,1,36500,0.747,27257.4241
9,TheWall,-15,2,2,0,2,72900,0.273,19880.41204
8,TheWall,-13,2,2,0,2,72700,0.706,51319.63184
9,HighGarden,-15,2,2,0,2,72900,0.524,38180.32307
1,TheWall,-2,1,1,0,1,36400,0.559,20361.96467
7,TheWall,-10,2,2,0,2,72400,0.699,50607.14333
5,TheWall,-15,2,2,0,2,72900,0.717,52270.02645
7,TheWall,-12,2,2,0,2,72600,0.936,67931.56978
9,TheWall,-15,2,2,0,2,72900,0.855,62324.50119
9,TheWall,-15,2,2,0,2,72900,0.518,37751.80696
9,HighGarden,-8,2,2,0,2,72200,0.448,32359.14482
9,HighGarden,-15,2,2,0,2,72900,0.434,31660.30716
3,HighGarden,0,0,0,0,0,1000,0.766,766.0784283
9,HighGarden,-15,2,2,0,2,72900,0.700,51017.80906
9,HighGarden,-15,2,2,0,2,72900,0.714,52019.65
8,HighGarden,-15,2,2,0,2,72900,0.663,48305.92623
1,TheWall,2,0,0,0,0,800,0.675,539.7680366
7,TheWall,-15,2,2,0,2,72900,0.803,58555.38647
8,TheWall,-8,2,2,0,2,72200,0.610,44052.00996
8,TheWall,-10,2,2,0,2,72400,0.197,14279.54966
8,TheWall,-15,2,2,0,2,72900,0.260,18988.6189
9,TheWall,-15,2,2,0,2,72900,0.055,4008.831148
9,TheWall,-15,2,2,0,2,72900,0.053,3873.50123
9,TheWall,-15,2,2,0,2,72900,0.191,13942.53674
9,TheWall,-7,2,2,0,2,72100,0.244,17595.20395
8,HighGarden,-8,2,2,0,2,72200,0.876,63259.17572
9,TheWall,-9,2,2,0,2,72300,0.846,61149.99648
5,TheWall,-14,2,2,0,2,72800,0.125,9065.814633
3,TheWall,-2,1,1,0,1,36400,0.922,33556.6888
9,TheWall,-15,2,2,0,2,72900,0.748,54526.24927
9,TheWall,-15,2,2,0,2,72900,0.459,33454.22079
3,TheWall,-15,2,2,0,2,72900,0.265,19340.87853
8,TheWall,-15,2,2,0,2,72900,0.693,50553.19654
8,TheWall,-8,2,2,0,2,72200,0.377,27229.08747
4,TheWall,-4,1,1,0,1,36600,0.321,11738.21086
9,TheWall,-13,2,2,0,2,72700,0.745,54192.99242
8,TheWall,-8,2,2,0,2,72200,0.354,25546.06822
9,TheWall,-15,2,2,0,2,72900,0.673,49026.97399
9,HighGarden,-15,2,2,0,2,72900,0.662,48235.03764
8,HighGarden,-11,2,2,0,2,72500,0.096,6978.879858
6,TheWall,-5,1,1,0,1,36700,0.549,20133.47891
6,TheWall,-5,1,1,0,1,36700,0.758,27835.6031
5,TheWall,-12,2,2,0,2,72600,0.845,61324.97916
5,TheWall,-12,2,2,0,2,72600,0.407,29555.06757
5,TheWall,-12,2,2,0,2,72600,0.137,9942.396786
5,TheWall,-12,2,2,0,2,72600,0.062,4468.873961
5,TheWall,-12,2,2,0,2,72600,0.146,10581.35128
9,TheWall,-15,2,2,0,2,72900,0.045,3267.803533
9,TheWall,-15,2,2,0,2,72900,0.554,40372.42313
9,TheWall,-15,2,2,0,2,72900,0.841,61295.20024
9,TheWall,-15,2,2,0,2,72900,0.289,21083.04586
8,TheWall,-8,2,2,0,2,72200,0.621,44817.36636
8,TheWall,-15,2,2,0,2,72900,0.007,507.2149228
9,Dorn,-15,2,2,0,2,72900,0.487,35467.40101
1,Dorn,-1,1,1,0,1,36300,0.127,4626.242741
9,Dorn,-15,2,2,0,2,72900,0.100,7255.552004
5,Dorn,-5,1,1,0,1,36700,0.801,29408.58227
7,TheWall,-7,2,2,0,2,72100,0.641,46191.04349
7,TheWall,-7,2,2,0,2,72100,0.232,16740.41396
9,HighGarden,-15,2,2,0,2,72900,0.280,20375.79404
7,TheWall,-7,2,2,0,2,72100,0.655,47245.31616
8,TheWall,-15,2,2,0,2,72900,0.639,46591.60271
8,TheWall,-12,2,2,0,2,72600,0.913,66272.34949
8,TheWall,-15,2,2,0,2,72900,0.441,32185.12825
8,TheWall,-3,1,1,0,1,36500,0.484,17681.99292
8,TheWall,-14,2,2,0,2,72800,0.599,43640.34752
8,TheWall,-14,2,2,0,2,72800,0.917,66733.70777
9,HighGarden,-15,2,2,0,2,72900,0.786,57265.91249
8,TheWall,-15,2,2,0,2,72900,0.951,69337.26858
6,TheWall,-15,2,2,0,2,72900,0.948,69106.2867
8,TheWall,-15,2,2,0,2,72900,0.278,20299.60615
0,TheWall,1,0,0,0,0,900,0.023,20.70234686
9,TheWall,-15,2,2,0,2,72900,0.549,39992.37873
9,TheWall,-15,2,2,0,2,72900,0.305,22269.03534
9,TheWall,-15,2,2,0,2,72900,0.434,31611.01758
7,TheWall,-7,2,2,0,2,72100,0.249,17956.86616
7,TheWall,-8,2,2,0,2,72200,0.839,60605.21693
7,TheWall,-7,2,2,0,2,72100,0.480,34572.32757
9,TheWall,-15,2,2,0,2,72900,0.902,65777.24693
8,TheWall,-13,2,2,0,2,72700,0.172,12511.01234
7,HighGarden,-12,2,2,0,2,72600,0.941,68350.75083
8,TheWall,-15,2,2,0,2,72900,0.768,55959.4916
8,HighGarden,-8,2,2,0,2,72200,0.863,62339.8668
8,HighGarden,-8,2,2,0,2,72200,0.675,48767.78225
8,TheWall,-8,2,2,0,2,72200,0.895,64612.9743
3,TheWall,-2,1,1,0,1,36400,0.953,34685.08628
8,TheWall,-15,2,2,0,2,72900,0.170,12377.479
8,Dorn,-15,2,2,0,2,72900,0.888,64705.77257
7,TheWall,-2,1,1,0,1,36400,0.653,23785.2201
9,TheWall,-15,2,2,0,2,72900,0.690,50267.5706
4,TheWall,-5,1,1,0,1,36700,0.343,12589.02185
9,TheWall,-10,2,2,0,2,72400,0.542,39269.40155
4,TheWall,-6,2,2,0,2,72000,0.363,26109.16006
9,TheWall,-15,2,2,0,2,72900,0.768,55986.28934
9,TheWall,-13,2,2,0,2,72700,0.016,1152.783209
9,TheWall,-15,2,2,0,2,72900,0.480,35014.01857
9,HighGarden,-15,2,2,0,2,72900,0.283,20665.53241
9,TheWall,-15,2,2,0,2,72900,0.602,43861.26248
6,TheWall,-12,2,2,0,2,72600,0.286,20792.16781
8,TheWall,-9,2,2,0,2,72300,0.619,44779.64499
9,TheWall,-15,2,2,0,2,72900,0.178,12993.93442
8,TheWall,-15,2,2,0,2,72900,0.548,39978.42099
8,TheWall,-15,2,2,0,2,72900,0.666,48582.62231
3,TheWall,-14,2,2,0,2,72800,0.860,62600.67477
8,TheWall,-8,2,2,0,2,72200,0.638,46062.1406
8,Dorn,-14,2,2,0,2,72800,0.040,2933.996917
4,TheWall,-7,2,2,0,2,72100,0.174,12520.66615
8,TheWall,-15,2,2,0,2,72900,0.812,59196.56957
9,TheWall,-15,2,2,0,2,72900,0.149,10843.65978
7,TheWall,-10,2,2,0,2,72400,0.722,52265.40929
8,TheWall,-11,2,2,0,2,72500,0.737,53466.26513
8,TheWall,-13,2,2,0,2,72700,0.399,29015.14511
3,TheWall,-13,2,2,0,2,72700,0.313,22784.49605
8,TheWall,-15,2,2,0,2,72900,0.522,38089.51381
8,TheWall,-14,2,2,0,2,72800,0.698,50830.29861
8,TheWall,-15,2,2,0,2,72900,0.078,5712.147703
6,TheWall,0,0,0,0,0,1000,0.951,950.9595306
9,TheWall,-15,2,2,0,2,72900,0.035,2532.735649
3,Dorn,-3,1,1,0,1,36500,0.765,27912.34652
8,Dorn,-3,1,1,0,1,36500,0.103,3756.900607
8,Dorn,-3,1,1,0,1,36500,0.637,23233.06083
6,TheWall,-6,2,2,0,2,72000,0.890,64068.98647
8,Dorn,-8,2,2,0,2,72200,0.139,10036.90737
9,HighGarden,-15,2,2,0,2,72900,0.510,37210.89872
9,TheWall,-15,2,2,0,2,72900,0.856,62414.10889
8,TheWall,-14,2,2,0,2,72800,0.378,27532.2371
9,TheWall,-7,2,2,0,2,72100,0.508,36604.46004
8,TheWall,-10,2,2,0,2,72400,0.352,25475.16059
9,TheWall,-15,2,2,0,2,72900,0.686,50007.81976
9,TheWall,-15,2,2,0,2,72900,0.242,17611.40455
9,TheWall,-15,2,2,0,2,72900,0.100,7289.84646
9,TheWall,-15,2,2,0,2,72900,0.418,30481.79747
9,TheWall,-15,2,2,0,2,72900,0.593,43242.61975
1,TheWall,-1,1,1,0,1,36300,0.143,5194.052292
8,TheWall,-9,2,2,0,2,72300,0.732,52935.08967
8,TheWall,-15,2,2,0,2,72900,0.953,69473.12729
8,TheWall,-8,2,2,0,2,72200,0.749,54046.68887
8,TheWall,-15,2,2,0,2,72900,0.649,47315.85907
9,TheWall,-15,2,2,0,2,72900,0.200,14571.08431
5,TheWall,-11,2,2,0,2,72500,0.757,54863.41968
4,TheWall,-4,1,1,0,1,36600,0.496,18170.82733
6,TheWall,-4,1,1,0,1,36600,0.064,2355.237309
4,HighGarden,-10,2,2,0,2,72400,0.931,67432.47409
9,TheWall,-8,2,2,0,2,72200,0.484,34922.04481
9,TheWall,-8,2,2,0,2,72200,0.229,16547.88012
6,TheWall,-14,2,2,0,2,72800,0.669,48716.90576
6,TheWall,-14,2,2,0,2,72800,0.885,64434.19317
6,TheWall,-14,2,2,0,2,72800,0.319,23220.68662
3,TheWall,-3,1,1,0,1,36500,0.341,12461.16732
6,HighGarden,-15,2,2,0,2,72900,0.487,35499.52358
6,HighGarden,-15,2,2,0,2,72900,0.473,34495.89755
6,HighGarden,-15,2,2,0,2,72900,0.661,48167.50507
8,Dorn,-5,1,1,0,1,36700,0.824,30246.26221
8,TheWall,-14,2,2,0,2,72800,0.601,43730.71818
9,TheWall,-15,2,2,0,2,72900,0.257,18754.02791
6,TheWall,-6,2,2,0,2,72000,0.506,36400.61785
8,TheWall,-9,2,2,0,2,72300,0.122,8843.989143
8,TheWall,-9,2,2,0,2,72300,0.768,55504.63651
9,TheWall,-15,2,2,0,2,72900,0.302,22042.5579
5,TheWall,-5,1,1,0,1,36700,0.426,15642.32661
9,TheWall,-15,2,2,0,2,72900,0.910,66336.9487
9,TheWall,-15,2,2,0,2,72900,0.625,45587.38978
6,TheWall,-8,2,2,0,2,72200,0.417,30071.86536
9,TheWall,-15,2,2,0,2,72900,0.945,68855.99511
8,TheWall,-15,2,2,0,2,72900,0.542,39475.95129
8,TheWall,-15,2,2,0,2,72900,0.532,38788.67447
6,TheWall,-15,2,2,0,2,72900,0.668,48687.45105
6,HighGarden,-2,1,1,0,1,36400,0.888,32306.03755
9,HighGarden,-15,2,2,0,2,72900,0.129,9434.617132
4,Dorn,-2,1,1,0,1,36400,0.336,12229.04856
8,TheWall,-15,2,2,0,2,72900,0.206,14986.73357
3,TheWall,-3,1,1,0,1,36500,0.377,13773.94882
8,TheWall,-3,1,1,0,1,36500,0.929,33915.75756
5,TheWall,-8,2,2,0,2,72200,0.649,46888.98618
8,TheWall,-8,2,2,0,2,72200,0.646,46654.10208
2,TheWall,-2,1,1,0,1,36400,0.742,27022.95443
9,TheWall,-15,2,2,0,2,72900,0.749,54620.44255
9,TheWall,-15,2,2,0,2,72900,0.161,11747.49714
9,HighGarden,-15,2,2,0,2,72900,0.045,3275.907233
9,HighGarden,-3,1,1,0,1,36500,0.691,25208.54488
5,TheWall,3,0,0,0,0,700,0.790,553.1764037
9,TheWall,-12,2,2,0,2,72600,0.117,8466.741205
9,TheWall,-15,2,2,0,2,72900,0.464,33801.78309
9,TheWall,-6,2,2,0,2,72000,0.295,21272.61281
9,TheWall,-15,2,2,0,2,72900,0.905,65993.83151
8,TheWall,-15,2,2,0,2,72900,0.068,4945.624606
8,TheWall,-15,2,2,0,2,72900,0.271,19728.8863
8,TheWall,-15,2,2,0,2,72900,0.032,2321.875288
8,TheWall,-15,2,2,0,2,72900,0.974,71015.40046
5,TheWall,-15,2,2,0,2,72900,0.252,18403.86082
5,TheWall,-15,2,2,0,2,72900,0.131,9534.712897
7,TheWall,-7,2,2,0,2,72100,0.771,55605.09982
9,TheWall,-15,2,2,0,2,72900,0.169,12301.02644
9,TheWall,-7,2,2,0,2,72100,0.940,67793.08569
0,TheWall,1,0,0,0,0,900,0.817,735.6747179
5,TheWall,-5,1,1,0,1,36700,0.374,13729.88629
7,TheWall,-15,2,2,0,2,72900,0.322,23451.7113
8,TheWall,-15,2,2,0,2,72900,0.142,10343.43088
7,TheWall,-4,1,1,0,1,36600,0.756,27665.33995
9,TheWall,-15,2,2,0,2,72900,0.420,30589.00013
7,TheWall,-3,1,1,0,1,36500,0.089,3234.11209
7,HighGarden,-3,1,1,0,1,36500,0.425,15516.08187
9,TheWall,-15,2,2,0,2,72900,0.403,29408.96812
9,TheWall,-15,2,2,0,2,72900,0.386,28110.16358
8,TheWall,-8,2,2,0,2,72200,0.912,65842.02667
8,TheWall,-15,2,2,0,2,72900,0.830,60503.96888
5,TheWall,-7,2,2,0,2,72100,0.019,1381.407856
1,TheWall,-1,1,1,0,1,36300,0.363,13167.45274
9,TheWall,-15,2,2,0,2,72900,0.651,47430.61938
9,TheWall,-15,2,2,0,2,72900,0.537,39177.92944
9,TheWall,-15,2,2,0,2,72900,0.109,7921.240991
3,TheWall,-1,1,1,0,1,36300,0.791,28729.11394
9,TheWall,-15,2,2,0,2,72900,0.383,27932.86997
9,TheWall,-15,2,2,0,2,72900,0.159,11557.23314
9,TheWall,-12,2,2,0,2,72600,0.381,27686.60937
9,HighGarden,-15,2,2,0,2,72900,0.670,48813.67996
8,TheWall,-15,2,2,0,2,72900,0.868,63253.28248
8,HighGarden,-8,2,2,0,2,72200,0.927,66937.33126
8,TheWall,-15,2,2,0,2,72900,0.384,28012.8672
8,Dorn,-15,2,2,0,2,72900,0.884,64413.0995
9,TheWall,-15,2,2,0,2,72900,0.191,13892.23419
6,HighGarden,-6,2,2,0,2,72000,0.618,44516.50142
8,HighGarden,-8,2,2,0,2,72200,0.897,64799.10067
6,TheWall,-10,2,2,0,2,72400,0.141,10209.50788
9,TheWall,-15,2,2,0,2,72900,0.346,25233.23093
8,TheWall,-15,2,2,0,2,72900,0.915,66691.82225
9,TheWall,-15,2,2,0,2,72900,0.336,24509.31716
8,TheWall,-8,2,2,0,2,72200,0.666,48069.7085
8,TheWall,-15,2,2,0,2,72900,0.404,29481.08174
9,TheWall,-15,2,2,0,2,72900,0.322,23468.03679
1,TheWall,0,0,0,0,0,1000,0.850,849.5723074
9,TheWall,-15,2,2,0,2,72900,0.621,45283.0103
9,TheWall,-13,2,2,0,2,72700,0.982,71384.85069
9,TheWall,-13,2,2,0,2,72700,0.806,58574.35985
8,TheWall,-12,2,2,0,2,72600,0.524,38072.30632
8,TheWall,-12,2,2,0,2,72600,0.896,65085.17591
7,TheWall,-15,2,2,0,2,72900,0.005,366.2756107
4,TheWall,-14,2,2,0,2,72800,0.925,67323.32735
6,TheWall,-6,2,2,0,2,72000,0.341,24534.72902
9,TheWall,-12,2,2,0,2,72600,0.867,62932.46455
9,TheWall,-12,2,2,0,2,72600,0.294,21355.97864
8,TheWall,-13,2,2,0,2,72700,0.757,55052.43463
9,TheWall,-15,2,2,0,2,72900,0.933,67998.14221
8,TheWall,-15,2,2,0,2,72900,0.028,2044.636362
5,TheWall,-8,2,2,0,2,72200,0.667,48130.46287
8,TheWall,-15,2,2,0,2,72900,0.452,32969.35434
8,TheWall,-8,2,2,0,2,72200,0.412,29750.41572
9,TheWall,-15,2,2,0,2,72900,0.046,3380.282209
0,TheWall,0,0,0,1,0,16000,0.056,890.0161806
8,TheWall,-11,2,2,0,2,72500,0.207,15003.05988
4,TheWall,-14,2,2,0,2,72800,0.828,60310.32296
9,TheWall,-10,2,2,0,2,72400,0.364,26335.12699
9,TheWall,3,0,0,0,0,700,0.358,250.7385226
9,HighGarden,-15,2,2,0,2,72900,0.330,24082.2924
6,TheWall,-10,2,2,0,2,72400,0.492,35652.78436
4,TheWall,-1,1,1,0,1,36300,0.082,2959.236997
4,TheWall,-1,1,1,0,1,36300,0.224,8131.671642
9,Dorn,-15,2,2,0,2,72900,0.731,53326.10508
6,TheWall,-15,2,2,0,2,72900,0.991,72231.2233
9,HighGarden,-15,2,2,0,2,72900,0.560,40791.62958
9,TheWall,-15,2,2,0,2,72900,0.627,45719.12876
8,TheWall,-11,2,2,0,2,72500,0.448,32475.188
9,TheWall,-15,2,2,0,2,72900,0.932,67913.5367
9,TheWall,-15,2,2,0,2,72900,0.318,23165.62643
8,TheWall,-15,2,2,0,2,72900,0.065,4721.479557
5,TheWall,-5,1,1,0,1,36700,0.060,2200.081339
8,TheWall,-4,1,1,0,1,36600,0.819,29981.35522
7,TheWall,-7,2,2,0,2,72100,0.738,53222.85685
5,TheWall,-5,1,1,0,1,36700,0.830,30472.0772
7,TheWall,-7,2,2,0,2,72100,0.150,10798.64801
8,TheWall,-5,1,1,0,1,36700,0.204,7475.447151
6,TheWall,-12,2,2,0,2,72600,0.067,4852.128799
6,TheWall,-12,2,2,0,2,72600,0.593,43073.88747
9,HighGarden,-9,2,2,0,2,72300,0.062,4515.902387
7,TheWall,-7,2,2,0,2,72100,0.256,18433.22672
9,TheWall,-12,2,2,0,2,72600,0.300,21777.42876
9,TheWall,-15,2,2,0,2,72900,0.702,51175.56852
6,TheWall,-15,2,2,0,2,72900,0.943,68715.53139
6,HighGarden,-15,2,2,0,2,72900,0.872,63554.64753
6,Winterfell,-2,1,1,0,1,36400,0.161,5848.406929
6,TheWall,-2,1,1,0,1,36400,0.753,27423.67383
6,TheWall,-2,1,1,0,1,36400,0.409,14877.45059
8,Dorn,-15,2,2,0,2,72900,0.919,67015.8276
1,Dorn,-1,1,1,0,1,36300,0.831,30170.13185
1,Dorn,-3,1,1,0,1,36500,0.780,28478.57752
8,Dorn,-8,2,2,0,2,72200,0.276,19955.28368
9,Dorn,-5,1,1,0,1,36700,0.694,25466.15728
7,Dorn,-12,2,2,0,2,72600,0.696,50537.15733
6,TheWall,-8,2,2,0,2,72200,0.266,19184.06331
8,TheWall,-9,2,2,0,2,72300,0.754,54537.15179
8,TheWall,-12,2,2,0,2,72600,0.593,43016.89074
9,TheWall,-15,2,2,0,2,72900,0.617,44960.77579
8,TheWall,-8,2,2,0,2,72200,0.802,57900.88444
9,TheWall,-11,2,2,0,2,72500,0.009,650.5517315
8,HighGarden,-11,2,2,0,2,72500,0.161,11655.29818
9,TheWall,-15,2,2,0,2,72900,0.492,35881.48536
6,TheWall,-7,2,2,0,2,72100,0.306,22091.33864
9,TheWall,-15,2,2,0,2,72900,0.898,65499.29649
6,TheWall,-7,2,2,0,2,72100,0.020,1412.350861
9,Dorn,-3,1,1,0,1,36500,0.228,8320.329793
8,TheWall,-15,2,2,0,2,72900,0.156,11401.58809
3,TheWall,-2,1,1,0,1,36400,0.943,34318.70864
9,TheWall,-15,2,2,0,2,72900,0.218,15879.04903
8,TheWall,-15,2,2,0,2,72900,0.524,38183.83609
8,TheWall,-9,2,2,0,2,72300,0.357,25800.96701
9,TheWall,-15,2,2,0,2,72900,0.301,21947.11702
9,TheWall,-15,2,2,0,2,72900,0.527,38400.44207
9,TheWall,-15,2,2,0,2,72900,0.574,41844.23918
9,TheWall,-15,2,2,0,2,72900,0.547,39849.34091
6,TheWall,-6,2,2,0,2,72000,0.882,63486.10505
8,TheWall,-15,2,2,0,2,72900,0.709,51689.54589
7,TheWall,-7,2,2,0,2,72100,0.177,12793.49038
7,TheWall,-7,2,2,0,2,72100,0.901,64950.42198
5,TheWall,-12,2,2,0,2,72600,0.137,9956.872565
8,HighGarden,-15,2,2,0,2,72900,0.318,23194.18452
8,HighGarden,-15,2,2,0,2,72900,0.788,57474.47182
1,HighGarden,-1,1,1,0,1,36300,0.646,23445.58671
8,HighGarden,-15,2,2,0,2,72900,0.459,33447.56983
9,HighGarden,-13,2,2,0,2,72700,0.468,34024.48684
8,TheWall,-10,2,2,0,2,72400,0.675,48876.45067
8,TheWall,-13,2,2,0,2,72700,0.053,3875.742036
9,TheWall,-15,2,2,0,2,72900,0.753,54892.44371
9,TheWall,-15,2,2,0,2,72900,0.667,48616.07041
9,TheWall,-15,2,2,0,2,72900,0.332,24218.00426
8,TheWall,-8,2,2,0,2,72200,0.477,34454.29464
8,TheWall,-8,2,2,0,2,72200,0.926,66822.5565
6,HighGarden,-9,2,2,0,2,72300,0.857,61987.63277
8,HighGarden,-15,2,2,0,2,72900,0.437,31828.00615
9,TheWall,-15,2,2,0,2,72900,0.646,47067.51067
3,TheWall,-3,1,1,0,1,36500,0.721,26305.93391
8,TheWall,-8,2,2,0,2,72200,0.379,27377.90857
9,TheWall,-9,2,2,0,2,72300,0.890,64313.7103
7,TheWall,-7,2,2,0,2,72100,0.188,13550.67761
9,TheWall,-15,2,2,0,2,72900,0.430,31373.42712
9,TheWall,-15,2,2,0,2,72900,0.614,44743.85712
7,Dorn,-13,2,2,0,2,72700,0.076,5496.773833
8,TheWall,-2,1,1,0,1,36400,0.270,9818.395966
3,TheWall,-9,2,2,0,2,72300,0.800,57842.72002
9,TheWall,-12,2,2,0,2,72600,0.465,33780.46339
5,TheWall,-5,1,1,0,1,36700,0.800,29367.36368
9,TheWall,-14,2,2,0,2,72800,0.363,26403.43152
5,TheWall,-13,2,2,0,2,72700,0.519,37731.114
5,TheWall,-13,2,2,0,2,72700,0.469,34072.01303
7,TheWall,-15,2,2,0,2,72900,0.886,64563.11835
3,TheWall,-9,2,2,0,2,72300,0.126,9096.1336
8,TheWall,-11,2,2,0,2,72500,0.831,60215.99037
